word_en,word_pt,polarity
DOUBTED,Duvidadas;Duvidados;Duvidada;Duvidado,-1
DOUBTFUL,DUVIDOSO;DUVIDOSOs,-1
DOUBTS,Dúvidas;Dúvidass,-1
DOWNGRADE,Downgrades;Downgrade,-1
DOWNGRADED,Rebaixado;Rebaixados;Rebaixadas;Rebaixada,-1
DOWNGRADES,Rebaixamentoss;Rebaixamentos,-1
DOWNGRADING,Rebaixando;Rebaixandas;Rebaixandos;Rebaixanda,-1
DOWNSIZE,Redução do tamanho;Redução do tamanha;Redução do tamanhos;Redução do tamanhas,-1
DOWNSIZED,Reduzido;Reduzida;Reduzidas;Reduzidos,-1
DOWNSIZES,Desdéms;Desdém,-1
DOWNSIZING,Redução do tamanho;Redução do tamanha;Redução do tamanhos;Redução do tamanhas,-1
DOWNSIZINGS,Downsizingss;Downsizings,-1
DOWNTIME,Tempo de inatividade;Tempo de inatividades,-1
DOWNTIMES,Times de noto;Times de nota;Times de notos;Times de notas,-1
DOWNTURN,Crise;Crises,-1
DOWNTURNS,Crise;Crises,-1
DOWNWARD,PARA BAIXOs;PARA BAIXO,-1
DOWNWARDS,Para baixo;Para baixa;Para baixos;Para baixas,-1
DRAG,ARRASTAR;ARRASTARs,-1
DRASTIC,Drástico;Drásticos;Drásticas;Drástica,-1
DRASTICALLY,Drasticamentes;Drasticamente,-1
DRAWBACK,DESVANTAGEM;DESVANTAGEMs,-1
DRAWBACKS,Desvantagenss;Desvantagens,-1
DREAM,SONHAR;SONHARs,1
DROPPED,DERRUBADOs;DERRUBADO,-1
DROUGHT,SECA;SECAs,-1
DROUGHTS,Secass;Secas,-1
DURESS,Coada;Coadas;Coado;Coados,-1
DYSFUNCTION,Disfunçãos;Disfunçãa;Disfunção;Disfunçãas,-1
DYSFUNCTIONAL,Disfuncional;Disfuncionals,-1
DYSFUNCTIONS,Disfunções;Disfunçõess,-1
EASIER,MAIS FÁCILs;MAIS FÁCIL,1
EASILY,FACILMENTEs;FACILMENTE,1
EASING,Facilitanda;Facilitando;Facilitandas;Facilitandos,-1
EASY,FÁCIL;FÁCILs,1
EFFICIENCIES,EFICIÊNCIAS;EFICIÊNCIASs,1
EFFICIENCY,EFICIÊNCIAs;EFICIÊNCIA,1
EFFICIENT,EFICIENTE;EFICIENTEs,1
EFFICIENTLY,Com eficiêncio;Com eficiência;Com eficiências;Com eficiêncios,1
EGREGIOUS,Flagrante;Flagrantes,-1
EGREGIOUSLY,Flagrantemente;Flagrantementes,-1
EMBARGO,EMBARGOs;EMBARGO,-1
EMBARGOED,Embargos;Embarga;Embargo;Embargas,-1
EMBARGOES,Embargos;Embargoss,-1
EMBARGOING,Embarques;Embarque,-1
EMBARRASS,Embaraços;Embaraço;Embaraças;Embaraça,-1
EMBARRASSED,ENVERGONHADOs;ENVERGONHADO,-1
EMBARRASSES,Envergonha;Envergonhos;Envergonhas;Envergonho,-1
EMBARRASSING,EMBARAÇOSOs;EMBARAÇOSO,-1
EMBARRASSMENT,EMBARAÇOs;EMBARAÇO,-1
EMBARRASSMENTS,Embaraços;Embaraçoss,-1
EMBEZZLE,Desviar;Desviars,-1
EMBEZZLED,Desviadas;Desviados;Desviado;Desviada,-1
EMBEZZLEMENT,Peculatas;Peculatos;Peculata;Peculato,-1
EMBEZZLEMENTS,Fabruras;Fabrura;Fabruros;Fabruro,-1
EMBEZZLER,Esbezlers;Esbezler,-1
EMBEZZLES,Esbezles;Esbezless,-1
EMBEZZLING,Desviadas;Desviados;Desviado;Desviada,-1
EMPOWER,Capacitar;Capacitars,1
EMPOWERED,Capacitada;Capacitadas;Capacitado;Capacitados,1
EMPOWERING,Empoderador;Empoderadors,1
EMPOWERS,Empowers;Empowerss,1
ENABLE,HABILITARs;HABILITAR,1
ENABLED,HABILITADOs;HABILITADO,1
ENABLES,Ativo;Ativas;Ativos;Ativa,1
ENABLING,Habilitanda;Habilitandas;Habilitandos;Habilitando,1
ENCOURAGED,Encorajada;Encorajado;Encorajados;Encorajadas,1
ENCOURAGEMENT,Encorajamenta;Encorajamentos;Encorajamentas;Encorajamento,1
ENCOURAGES,Encorajo;Encorajos;Encoraja;Encorajas,1
ENCOURAGING,Encorajador;Encorajadors,1
ENCROACH,Invadirs;Invadir,-1
ENCROACHED,Invadidos;Invadido;Invadida;Invadidas,-1
ENCROACHES,Invades;Invade,-1
ENCROACHING,Invadindos;Invadindo;Invadindas;Invadinda,-1
ENCROACHMENT,INVASÃO;INVASÃOs,-1
ENCROACHMENTS,Invasões;Invasõess,-1
ENCUMBER,Diferentes;Diferente,-1
ENCUMBERED,Sobrecarregada;Sobrecarregado;Sobrecarregados;Sobrecarregadas,-1
ENCUMBERING,Contorcenda;Contorcendo;Contorcendos;Contorcendas,-1
ENCUMBERS,Obradoress;Obradores,-1
ENCUMBRANCE,Oclance;Oclances,-1
ENCUMBRANCES,Obrâncias;Obrânciass,-1
ENDANGER,Em perigo;Em perigas;Em perigos;Em periga,-1
ENDANGERED,Ameaçados;Ameaçadas;Ameaçada;Ameaçado,-1
ENDANGERING,Ando de riscas;Ando de risca;Ando de riscos;Ando de risco,-1
ENDANGERMENT,Ameaço;Ameaças;Ameaços;Ameaça,-1
ENDANGERS,Amoventes;Amoventess,-1
ENHANCE,MELHORAR;MELHORARs,1
ENHANCED,APRIMORADOs;APRIMORADO,1
ENHANCEMENT,Aprimoramenta;Aprimoramentos;Aprimoramentas;Aprimoramento,1
ENHANCEMENTS,Aprimoramentos;Aprimoramentoss,1
ENHANCES,Aprimora;Aprimoras;Aprimoro;Aprimoros,1
ENHANCING,Melhoranda;Melhorandas;Melhorandos;Melhorando,1
ENJOIN,Enjoas;Enjoa;Enjoo;Enjoos,-1
ENJOINED,Incorporado;Incorporados;Incorporadas;Incorporada,-1
ENJOINING,Peninings;Penining,-1
ENJOINS,Enjoins;Enjoinss,-1
ENJOY,APROVEITARs;APROVEITAR,1
ENJOYABLE,AGRADÁVEL;AGRADÁVELs,1
ENJOYABLY,Divertidos;Divertido;Divertida;Divertidas,1
ENJOYED,CURTIU;CURTIUs,1
ENJOYING,Desfrutanda;Desfrutandas;Desfrutando;Desfrutandos,1
ENJOYMENT,Diversãas;Diversãos;Diversão;Diversãa,1
ENJOYS,Gostas;Gosto;Gostos;Gosta,1
ENTHUSIASM,ENTUSIASMO;ENTUSIASMOs,1
ENTHUSIASTIC,Entusiasmado;Entusiasmados;Entusiasmadas;Entusiasmada,1
ENTHUSIASTICALLY,Com entusiasmas;Com entusiasmos;Com entusiasmo;Com entusiasma,1
ERODE,Corroa;Corroo;Corroas;Corroos,-1
ERODED,Corroída;Corroído;Corroídos;Corroídas,-1
ERODES,Erodess;Erodes,-1
ERODING,Erosãas;Erosão;Erosãa;Erosãos,-1
EROSION,EROSÃOs;EROSÃO,-1
ERRATIC,ERRÁTICOs;ERRÁTICO,-1
ERRATICALLY,Erraticamente;Erraticamentes,-1
ERRED,Errou;Errous,-1
ERRING,Erranda;Errandos;Errandas;Errando,-1
ERRONEOUS,Errôneas;Errôneos;Errôneo;Errônea,-1
ERRONEOUSLY,Erroneamentes;Erroneamente,-1
ERROR,ERRO;ERROs,-1
ERRORS,Erros;Erross,-1
ERRS,Errss;Errs,-1
ESCALATE,Escalar;Escalars,-1
ESCALATED,Escalados;Escalado;Escaladas;Escalada,-1
ESCALATES,Escalas;Escala;Escalo;Escalos,-1
ESCALATING,Escalados;Escalado;Escaladas;Escalada,-1
EVADE,Evitar;Evitars,-1
EVADED,Fugidos;Fugidas;Fugida;Fugido,-1
EVADES,Evito;Evitos;Evita;Evitas,-1
EVADING,Fugindo;Fugindos;Fuginda;Fugindas,-1
EVASION,EVASÃOs;EVASÃO,-1
EVASIONS,Evasõess;Evasões,-1
EVASIVE,EVASIVO;EVASIVOs,-1
EVICT,Despejas;Despeja;Despejos;Despejo,-1
EVICTED,Despejados;Despejada;Despejado;Despejadas,-1
EVICTING,Despejandas;Despejanda;Despejando;Despejandos,-1
EVICTION,DESPEJOs;DESPEJO,-1
EVICTIONS,Despejoss;Despejos,-1
EVICTS,Despejas;Despeja;Despejo;Despejos,-1
EXACERBATE,EXACERBAR;EXACERBARs,-1
EXACERBATED,Exacerbadas;Exacerbados;Exacerbado;Exacerbada,-1
EXACERBATES,Exacerbatess;Exacerbates,-1
EXACERBATING,Exacerbandos;Exacerbando;Exacerbanda;Exacerbandas,-1
EXACERBATION,EXACERBAÇÃOs;EXACERBAÇÃO,-1
EXACERBATIONS,Exacerbaçõess;Exacerbações,-1
EXAGGERATE,EXAGERARs;EXAGERAR,-1
EXAGGERATED,EXAGERADO;EXAGERADOs,-1
EXAGGERATES,Exagero;Exageros;Exagera;Exageras,-1
EXAGGERATING,Exageranda;Exagerandos;Exagerando;Exagerandas,-1
EXAGGERATION,EXAGEROs;EXAGERO,-1
EXCELLENCE,EXCELÊNCIAs;EXCELÊNCIA,1
EXCELLENT,EXCELENTEs;EXCELENTE,1
EXCELLING,Destacanda;Destacandos;Destacando;Destacandas,1
EXCELS,Se destacas;Se destaca;Se destaco;Se destacos,1
EXCEPTIONAL,EXCEPCIONALs;EXCEPCIONAL,1
EXCEPTIONALLY,EXCEPCIONALMENTEs;EXCEPCIONALMENTE,1
EXCESSIVE,EXCESSIVOs;EXCESSIVO,-1
EXCESSIVELY,Excessivamentes;Excessivamente,-1
EXCITED,EXCITADOs;EXCITADO,1
EXCITEMENT,EXCITAÇÃOs;EXCITAÇÃO,1
EXCITING,EXCITANTEs;EXCITANTE,1
EXCLUSIVE,EXCLUSIVOs;EXCLUSIVO,1
EXCLUSIVELY,EXCLUSIVAMENTEs;EXCLUSIVAMENTE,1
EXCLUSIVENESS,Exclusividade;Exclusividades,1
EXCLUSIVES,Exclusivos;Exclusivoss,1
EXCLUSIVITY,Exclusividade;Exclusividades,1
EXCULPATE,DESCULPAR;DESCULPARs,-1
EXCULPATED,Exculpados;Exculpada;Exculpado;Exculpadas,-1
EXCULPATES,Exculpates;Exculpatess,-1
EXCULPATING,Exculpating;Exculpatings,-1
EXCULPATION,Exculpaçãa;Exculpação;Exculpaçãas;Exculpaçãos,-1
EXCULPATIONS,Exculpationss;Exculpations,-1
EXCULPATORY,Exculpatórios;Exculpatórias;Exculpatório;Exculpatória,-1
EXEMPLARY,EXEMPLAR;EXEMPLARs,1
EXONERATE,Exonera;Exonero;Exoneras;Exoneros,-1
EXONERATED,EXONERADOs;EXONERADO,-1
EXONERATES,Exoneados;Exoneadoss,-1
EXONERATING,Exonerando;Exoneranda;Exonerandos;Exonerandas,-1
EXONERATION,EXONERAÇÃOs;EXONERAÇÃO,-1
EXONERATIONS,Exonerações;Exoneraçõess,-1
EXPLOIT,EXPLORAR;EXPLORARs,-1
EXPLOITATION,EXPLORAÇÃO;EXPLORAÇÃOs,-1
EXPLOITATIONS,Exploraçõess;Explorações,-1
EXPLOITATIVE,Exploradors;Explorador,-1
EXPLOITED,Explorado;Exploradas;Explorados;Explorada,-1
EXPLOITING,Explorandas;Explorando;Explorandos;Exploranda,-1
EXPLOITS,Exploraçõess;Explorações,-1
EXPOSE,EXPOR;EXPORs,-1
EXPOSED,EXPOR;EXPORs,-1
EXPOSES,Expõe;Expões,-1
EXPOSING,Exponda;Expondo;Expondas;Expondos,-1
EXPROPRIATE,EXPROPRIAR;EXPROPRIARs,-1
EXPROPRIATED,Expropriadas;Expropriados;Expropriado;Expropriada,-1
EXPROPRIATES,Expropriadas;Expropriados;Expropriado;Expropriada,-1
EXPROPRIATING,Expropriante;Expropriantes,-1
EXPROPRIATION,EXPROPRIAÇÃO;EXPROPRIAÇÃOs,-1
EXPROPRIATIONS,Expropriações;Expropriaçõess,-1
EXPULSION,EXPULSÃO;EXPULSÃOs,-1
EXPULSIONS,Expulsõess;Expulsões,-1
EXTENUATING,Extenidas;Extenidos;Extenido;Extenida,-1
FAIL,FALHARs;FALHAR,-1
FAILED,FRACASSADOs;FRACASSADO,-1
FAILING,Falho;Falhos;Falha;Falhas,-1
FAILINGS,Falhas;Falhass,-1
FAILS,Falho;Falhos;Falha;Falhas,-1
FAILURE,FALHAs;FALHA,-1
FAILURES,Falhas;Falhass,-1
FALLOUT,Fallouts;Fallout,-1
FALSE,FALSO;FALSOs,-1
FALSELY,FALSAMENTE;FALSAMENTEs,-1
FALSIFICATION,FALSIFICAÇÃOs;FALSIFICAÇÃO,-1
FALSIFICATIONS,Falsificaçõess;Falsificações,-1
FALSIFIED,Falsificadas;Falsificada;Falsificados;Falsificado,-1
FALSIFIES,Falsifico;Falsificos;Falsifica;Falsificas,-1
FALSIFY,FALSIFICAR;FALSIFICARs,-1
FALSIFYING,Falsificando;Falsificanda;Falsificandas;Falsificandos,-1
FALSITY,FALSIDADE;FALSIDADEs,-1
FANTASTIC,FANTÁSTICOs;FANTÁSTICO,1
FATALITIES,Fatalidadess;Fatalidades,-1
FATALITY,FATALIDADEs;FATALIDADE,-1
FATALLY,FATALMENTE;FATALMENTEs,-1
FAULT,FALTA;FALTAs,-1
FAULTED,Falhada;Falhado;Falhados;Falhadas,-1
FAULTS,Falhas;Falhass,-1
FAULTY,Com defeito;Com defeitos;Com defeitas;Com defeita,-1
FAVORABLE,FAVORÁVEL;FAVORÁVELs,1
FAVORABLY,FAVORAVELMENTE;FAVORAVELMENTEs,1
FAVORED,Favorecida;Favorecidos;Favorecido;Favorecidas,1
FAVORING,Favorecendos;Favorecendas;Favorecenda;Favorecendo,1
FAVORITE,FAVORITO;FAVORITOs,1
FAVORITES,Favoritoss;Favoritos,1
FEAR,TEMER;TEMERs,-1
FEARS,Medos;Medoss,-1
FELONIES,Crimess;Crimes,-1
FELONIOUS,Criminosas;Criminosos;Criminosa;Criminoso,-1
FELONY,Crime;Crimes,-1
FICTITIOUS,FICTÍCIO;FICTÍCIOs,-1
FINED,Multada;Multados;Multadas;Multado,-1
FINES,Multass;Multas,-1
FIRED,DESPEDIDO;DESPEDIDOs,-1
FIRING,Dispara;Disparos;Disparas;Disparo,-1
FLAW,IMPERFEIÇÃOs;IMPERFEIÇÃO,-1
FLAWED,Falho;Falhos;Falha;Falhas,-1
FLAWS,IMPERFEIÇÕESs;IMPERFEIÇÕES,-1
FORBID,Proibir;Proibirs,-1
FORBIDDEN,PROIBIDO;PROIBIDOs,-1
FORBIDDING,Proibindas;Proibindo;Proibindos;Proibinda,-1
FORBIDS,Proíbas;Proíbo;Proíba;Proíbos,-1
FORCED,FORÇADO;FORÇADOs,-1
FORCING,Forçanda;Forçando;Forçandas;Forçandos,-1
FORECLOSE,Excremividade;Excremividades,-1
FORECLOSED,Extimocado;Extimocada;Extimocados;Extimocadas,-1
FORECLOSES,HIGLIES;HIGLIESs,-1
FORECLOSING,Encomenda;Encomendas;Encomendo;Encomendos,-1
FORECLOSURE,Execução duma hipoteca;Execução duma hipoteco;Execução duma hipotecos;Execução duma hipotecas,-1
FORECLOSURES,Executas;Executass,-1
FOREGO,RENUNCIAR;RENUNCIARs,-1
FOREGOES,Precedeus;Precedeu,-1
FOREGONE,Precipitadas;Precipitada;Precipitado;Precipitados,-1
FORESTALL,Felvams;Felvam,-1
FORESTALLED,Impedidas;Impedidos;Impedido;Impedida,-1
FORESTALLING,Impedindas;Impedindos;Impedindo;Impedinda,-1
FORESTALLS,Flimballs;Flimballss,-1
FORFEIT,Desistêncio;Desistências;Desistência;Desistêncios,-1
FORFEITED,Perdida;Perdido;Perdidas;Perdidos,-1
FORFEITING,Desfolhês;Desfolhê,-1
FORFEITS,Perdas;Perdass,-1
FORFEITURE,Confiscos;Confiscas;Confisco;Confisca,-1
FORFEITURES,Confiscos;Confiscas;Confisco;Confisca,-1
FORGERS,Falsificadoress;Falsificadores,-1
FORGERY,FALSIFICAÇÃOs;FALSIFICAÇÃO,-1
FRAUD,FRAUDE;FRAUDEs,-1
FRAUDS,Fraudes;Fraudess,-1
FRAUDULENCE,Fraudulêncio;Fraudulência;Fraudulências;Fraudulêncios,-1
FRAUDULENT,Fraudulento;Fraudulenta;Fraudulentos;Fraudulentas,-1
FRAUDULENTLY,FRAUDULENTAMENTE;FRAUDULENTAMENTEs,-1
FRIENDLY,AMIGÁVELs;AMIGÁVEL,1
FRIVOLOUS,Frívolo;Frívolas;Frívola;Frívolos,-1
FRIVOLOUSLY,Frivolamentes;Frivolamente,-1
FRUSTRATE,FRUSTRAR;FRUSTRARs,-1
FRUSTRATED,FRUSTRADO;FRUSTRADOs,-1
FRUSTRATES,Frustro;Frustros;Frustras;Frustra,-1
FRUSTRATING,Frustrante;Frustrantes,-1
FRUSTRATINGLY,Frustrantemente;Frustrantementes,-1
FRUSTRATION,FRUSTRAÇÃO;FRUSTRAÇÃOs,-1
FRUSTRATIONS,Frustraçõess;Frustrações,-1
FUGITIVES,Fugitivos;Fugitivoss,-1
GAIN,GANHOs;GANHO,1
GAINED,Ganhou;Ganhous,1
GAINING,Ganhanda;Ganhando;Ganhandas;Ganhandos,1
GAINS,Ganhos;Ganhoss,1
GOOD,BOM;BOMs,1
GRATUITOUS,GRATUITOs;GRATUITO,-1
GRATUITOUSLY,Gratuitamentes;Gratuitamente,-1
GREATEST,O MELHORs;O MELHOR,1
GREATLY,MUITO;MUITOs,1
GREATNESS,GRANDEZA;GRANDEZAs,1
GRIEVANCE,Queixo;Queixa;Queixas;Queixos,-1
GRIEVANCES,Queixas;Queixass,-1
GROSSLY,GROSSEIRAMENTEs;GROSSEIRAMENTE,-1
GROUNDLESS,Infundada;Infundados;Infundadas;Infundado,-1
GUILTY,CULPADOs;CULPADO,-1
HALT,HALTs;HALT,-1
HALTED,Parou;Parous,-1
HAMPER,Cesto;Cestos;Cesta;Cestas,-1
HAMPERED,Dificultados;Dificultadas;Dificultado;Dificultada,-1
HAMPERING,Dificultandas;Dificultanda;Dificultandos;Dificultando,-1
HAMPERS,Hampers;Hamperss,-1
HAPPIEST,Mais felizs;Mais feliz,1
HAPPILY,Felizmentes;Felizmente,1
HAPPINESS,FELICIDADEs;FELICIDADE,1
HAPPY,FELIZs;FELIZ,1
HARASS,MOLESTAR;MOLESTARs,-1
HARASSED,Assediado;Assediados;Assediadas;Assediada,-1
HARASSING,Assediar;Assediars,-1
HARASSMENT,ASSÉDIO;ASSÉDIOs,-1
HARDSHIP,Dificuldade;Dificuldades,-1
HARDSHIPS,Dificuldades;Dificuldadess,-1
HARM,FERIR;FERIRs,-1
HARMED,Prejudicados;Prejudicadas;Prejudicada;Prejudicado,-1
HARMFUL,PREJUDICIAL;PREJUDICIALs,-1
HARMFULLY,Prejudicials;Prejudicial,-1
HARMING,Prejudicars;Prejudicar,-1
HARMS,Danoss;Danos,-1
HARSH,SEVERO;SEVEROs,-1
HARSHER,Mais duros;Mais duro;Mais duras;Mais dura,-1
HARSHEST,Mais duros;Mais duro;Mais duras;Mais dura,-1
HARSHLY,Severamentes;Severamente,-1
HARSHNESS,ASPEREZA;ASPEREZAs,-1
HAZARD,PERIGO;PERIGOs,-1
HAZARDOUS,Perigosos;Perigosas;Perigosa;Perigoso,-1
HAZARDS,Perigos;Perigoss,-1
HIGHEST,Mais alta;Mais alto;Mais altos;Mais altas,1
HINDER,IMPEDIRs;IMPEDIR,-1
HINDERED,Impedidas;Impedidos;Impedido;Impedida,-1
HINDERING,Impedirs;Impedir,-1
HINDERS,Permaneces;Permanece,-1
HINDRANCE,OBSTÁCULO;OBSTÁCULOs,-1
HINDRANCES,Obstáculoss;Obstáculos,-1
HONOR,HONRA;HONRAs,1
HONORED,HONRADO;HONRADOs,1
HONORING,Honranda;Honrandos;Honrando;Honrandas,1
HONORS,HONRAS;HONRASs,1
HOSTILE,HOSTILs;HOSTIL,-1
HOSTILITY,HOSTILIDADE;HOSTILIDADEs,-1
HURT,FERIR;FERIRs,-1
HURTING,Machucanda;Machucandos;Machucandas;Machucando,-1
IDEAL,IDEAL;IDEALs,1
IDLE,PARADO;PARADOs,-1
IDLED,Ociosa;Ocioso;Ociosos;Ociosas,-1
IDLING,Ociosa;Ocioso;Ociosos;Ociosas,-1
IGNORE,IGNORARs;IGNORAR,-1
IGNORED,Ignorado;Ignoradas;Ignorada;Ignorados,-1
IGNORES,Ignoras;Ignora;Ignoro;Ignoros,-1
IGNORING,Ignoranda;Ignorando;Ignorandos;Ignorandas,-1
ILL,DOENTE;DOENTEs,-1
ILLEGAL,ILEGALs;ILEGAL,-1
ILLEGALITIES,Ilegalidades;Ilegalidadess,-1
ILLEGALITY,ILEGALIDADEs;ILEGALIDADE,-1
ILLEGALLY,Ilegalmente;Ilegalmentes,-1
ILLEGIBLE,ILEGÍVEL;ILEGÍVELs,-1
ILLICIT,ILÍCITOs;ILÍCITO,-1
ILLICITLY,Ilícitos;Ilícito;Ilícitas;Ilícita,-1
ILLIQUID,Ilíquidos;Ilíquidas;Ilíquida;Ilíquido,-1
ILLIQUIDITY,Iliquidez;Iliquidezs,-1
IMBALANCE,DESEQUILÍBRIOs;DESEQUILÍBRIO,-1
IMBALANCES,Desequilíbrios;Desequilíbrioss,-1
IMMATURE,IMATURO;IMATUROs,-1
IMMORAL,IMORAL;IMORALs,-1
IMPAIR,Prejudicars;Prejudicar,-1
IMPAIRED,Prejudicados;Prejudicadas;Prejudicada;Prejudicado,-1
IMPAIRING,Prejudicandas;Prejudicando;Prejudicandos;Prejudicanda,-1
IMPAIRMENT,Deficiências;Deficiêncio;Deficiêncios;Deficiência,-1
IMPAIRMENTS,Deficiências;Deficiênciass,-1
IMPAIRS,Prejudicos;Prejudicas;Prejudica;Prejudico,-1
IMPASSE,IMPASSE;IMPASSEs,-1
IMPASSES,Impassess;Impasses,-1
IMPEDE,IMPEDIRs;IMPEDIR,-1
IMPEDED,Impedidas;Impedidos;Impedido;Impedida,-1
IMPEDES,Impede;Impedes,-1
IMPEDIMENT,IMPEDIMENTOs;IMPEDIMENTO,-1
IMPEDIMENTS,Impedimentos;Impedimentoss,-1
IMPEDING,Impedindas;Impedindos;Impedindo;Impedinda,-1
IMPENDING,IMINENTEs;IMINENTE,-1
IMPERATIVE,IMPERATIVOs;IMPERATIVO,-1
IMPERFECTION,IMPERFEIÇÃOs;IMPERFEIÇÃO,-1
IMPERFECTIONS,Imperfeiçõess;Imperfeições,-1
IMPERIL,Impere -se;Impere -ses,-1
IMPERMISSIBLE,Inadmissível;Inadmissívels,-1
IMPLICATE,Implicado;Implicados;Implicadas;Implicada,-1
IMPLICATED,Implicado;Implicados;Implicadas;Implicada,-1
IMPLICATES,Implicas;Implico;Implica;Implicos,-1
IMPLICATING,Implicanda;Implicandos;Implicandas;Implicando,-1
IMPOSSIBILITY,IMPOSSIBILIDADE;IMPOSSIBILIDADEs,-1
IMPOSSIBLE,IMPOSSÍVEL;IMPOSSÍVELs,-1
IMPOUND,Representars;Representar,-1
IMPOUNDED,Apreendido;Apreendidos;Apreendidas;Apreendida,-1
IMPOUNDING,Aprendenda;Aprendendo;Aprendendos;Aprendendas,-1
IMPOUNDS,Represento;Representa;Representas;Representos,-1
IMPRACTICABLE,IMPRATICÁVELs;IMPRATICÁVEL,-1
IMPRACTICAL,IMPRATICÁVELs;IMPRATICÁVEL,-1
IMPRACTICALITIES,Impraticáveiss;Impraticáveis,-1
IMPRACTICALITY,Impraticâncias;Impraticâncio;Impraticância;Impraticâncios,-1
IMPRESS,IMPRESSIONAR;IMPRESSIONARs,1
IMPRESSED,Impressionados;Impressionadas;Impressionada;Impressionado,1
IMPRESSES,Impressionas;Impressionos;Impressiona;Impressiono,1
IMPRESSING,Impressionandos;Impressionanda;Impressionando;Impressionandas,1
IMPRESSIVE,IMPRESSIONANTEs;IMPRESSIONANTE,1
IMPRESSIVELY,Impressionantemente;Impressionantementes,1
IMPRISONMENT,PRISÃOs;PRISÃO,-1
IMPROPER,Impróprias;Imprópria;Impróprio;Impróprios,-1
IMPROPERLY,Inadequadamente;Inadequadamentes,-1
IMPROPRIETIES,Improprieties;Improprietiess,-1
IMPROPRIETY,IMPROPRIEDADE;IMPROPRIEDADEs,-1
IMPROVE,MELHORAR;MELHORARs,1
IMPROVED,MELHOROU;MELHOROUs,1
IMPROVEMENT,MELHORIAs;MELHORIA,1
IMPROVEMENTS,Melhorias;Melhoriass,1
IMPROVES,Melhora;Melhoro;Melhoras;Melhoros,1
IMPROVING,Melhoranda;Melhorandas;Melhorandos;Melhorando,1
IMPRUDENT,IMPRUDENTE;IMPRUDENTEs,-1
IMPRUDENTLY,Imprudentementes;Imprudentemente,-1
INABILITY,INCAPACIDADE;INCAPACIDADEs,-1
INACCESSIBLE,INACESSÍVELs;INACESSÍVEL,-1
INACCURACIES,Imprecisões;Imprecisõess,-1
INACCURACY,Imprecisão;Imprecisãas;Imprecisãos;Imprecisãa,-1
INACCURATE,Imprecisa;Imprecisas;Impreciso;Imprecisos,-1
INACCURATELY,Imprecisa;Imprecisas;Impreciso;Imprecisos,-1
INACTION,INAÇÃOs;INAÇÃO,-1
INACTIONS,Inações;Inaçõess,-1
INACTIVATE,Inativar;Inativars,-1
INACTIVATED,Inativado;Inativados;Inativada;Inativadas,-1
INACTIVATES,Inativadoss;Inativados,-1
INACTIVATING,Inativação;Inativaçãas;Inativaçãa;Inativaçãos,-1
INACTIVATION,Inativação;Inativaçãas;Inativaçãa;Inativaçãos,-1
INACTIVATIONS,Inativaçõess;Inativações,-1
INACTIVITY,INATIVIDADEs;INATIVIDADE,-1
INADEQUACIES,Inadequações;Inadequaçõess,-1
INADEQUACY,INADEQUAÇÃOs;INADEQUAÇÃO,-1
INADEQUATE,Inadequada;Inadequados;Inadequadas;Inadequado,-1
INADEQUATELY,Inadequadamente;Inadequadamentes,-1
INADVERTENT,Inadvertents;Inadvertent,-1
INADVERTENTLY,Inadvertidamente;Inadvertidamentes,-1
INADVISABILITY,Inadvisibilidade;Inadvisibilidades,-1
INADVISABLE,Inadvisível;Inadvisívels,-1
INAPPROPRIATE,INADEQUADO;INADEQUADOs,-1
INAPPROPRIATELY,Inapropriadamente;Inapropriadamentes,-1
INATTENTION,Desatençãa;Desatençãos;Desatençãas;Desatenção,-1
INCAPABLE,INCAPAZ;INCAPAZs,-1
INCAPACITATED,Incapacitados;Incapacitado;Incapacitada;Incapacitadas,-1
INCAPACITY,INCAPACIDADE;INCAPACIDADEs,-1
INCARCERATE,ENCARCERARs;ENCARCERAR,-1
INCARCERATED,Encarcerados;Encarcerada;Encarcerado;Encarceradas,-1
INCARCERATES,Encarcerados;Encarceradoss,-1
INCARCERATING,Encarcerador;Encarceradors,-1
INCARCERATION,ENCARCERAMENTO;ENCARCERAMENTOs,-1
INCARCERATIONS,Encarcerações;Encarceraçõess,-1
INCIDENCE,INCIDÊNCIA;INCIDÊNCIAs,-1
INCIDENCES,Incidências;Incidênciass,-1
INCIDENT,INCIDENTEs;INCIDENTE,-1
INCIDENTS,Incidentess;Incidentes,-1
INCOMPATIBILITIES,Incompatibilidades;Incompatibilidadess,-1
INCOMPATIBILITY,INCOMPATIBILIDADEs;INCOMPATIBILIDADE,-1
INCOMPATIBLE,INCOMPATÍVEL;INCOMPATÍVELs,-1
INCOMPETENCE,INCOMPETÊNCIA;INCOMPETÊNCIAs,-1
INCOMPETENCY,Incompetêncio;Incompetências;Incompetêncios;Incompetência,-1
INCOMPETENT,INCOMPETENTE;INCOMPETENTEs,-1
INCOMPETENTLY,Incompetentementes;Incompetentemente,-1
INCOMPETENTS,Incompetentess;Incompetentes,-1
INCOMPLETE,INCOMPLETO;INCOMPLETOs,-1
INCOMPLETELY,Incompletamente;Incompletamentes,-1
INCOMPLETENESS,Incompletudes;Incompletude,-1
INCONCLUSIVE,Inconclusivas;Inconclusiva;Inconclusivos;Inconclusivo,-1
INCONSISTENCIES,Inconsistências;Inconsistênciass,-1
